0.903004926,0.788809777,0.841705647
0.844889652,0.84054377,0.8427106
0.906194213,0.802703051,0.851035273
0.871231527,0.832898687,0.851595387
0.870246305,0.834111007,0.851761309
0.89955665,0.809569609,0.851982819
0.881576355,0.82921659,0.85452381
0.882561576,0.836318235,0.858762702
0.875051496,0.843380448,0.858898234
0.89687592,0.826732496,0.860250762
0.890935961,0.834800367,0.861874555
0.8506,0.8755,0.8629
0.890197044,0.837811852,0.863140407
0.870882786,0.860225018,0.865518207
0.8692,0.8668,0.868
0.891674877,0.846717113,0.868563734
0.894,0.8475,0.8701
0.9075,0.8426,0.8738
0.8949,0.8571,0.8756
0.9245,0.8383,0.8793
