0.8596,0.8995,0.8791
0.8644,0.8951,0.8795
0.8704,0.8892,0.8797
0.8673,0.8938,0.8803
0.8788,0.8821,0.8804
0.8782,0.8833,0.8807
0.8573,0.9062,0.8811
0.8783,0.8849,0.8816
0.8672,0.9003,0.8834
0.8799,0.8882,0.8840
0.8783,0.8939,0.8860
0.8896,0.8854,0.8875
0.8862,0.8909,0.8885
0.8890,0.8889,0.8889
0.8882,0.8911,0.8897
0.8882,0.8911,0.8897
0.8946,0.8866,0.8906
0.8946,0.8866,0.8906
0.8958,0.8863,0.8910
0.8847,0.8993,0.8919
0.8944,0.8898,0.8921
0.8965,0.8891,0.8928
0.8977,0.8889,0.8933
0.8977,0.8889,0.8933
0.8914,0.8958,0.8936
0.9005,0.8882,0.8943
0.9122,0.8772,0.8944
0.8885,0.9014,0.8949
0.8891,0.9016,0.8953
0.8891,0.9016,0.8953
0.9022,0.8915,0.8968
0.9217,0.8744,0.8974
0.9148,0.8830,0.8986
0.9226,0.8762,0.8988
0.9179,0.8805,0.8988
0.9119,0.8866,0.8991
0.9162,0.8829,0.8993
0.9258,0.8742,0.8993
0.9325,0.8694,0.8998
0.9176,0.8831,0.9000
0.9145,0.8869,0.9005
0.9196,0.8836,0.9012
0.9307,0.8735,0.9012
0.9250,0.8794,0.9016
0.9211,0.8834,0.9018
0.9147,0.8899,0.9021
0.9272,0.8783,0.9021
0.9265,0.8799,0.9026
0.9099,0.8977,0.9038
0.9091,0.9002,0.9046
