0.6536,0.8927,0.7547
0.896385483,0.784588634,0.836431658
0.8089,0.8883,0.8468 
0.8123,0.8942,0.8513
0.91771947,0.80584504,0.857830447
0.907420304,0.816448087,0.859321623
0.9093,0.8183,0.8614
0.813256498,0.93132424,0.867946558
0.8661,0.8867,0.8763 
0.8633,0.8908,0.8768
0.899148203,0.856364698,0.877189934
0.8895,0.874,0.8819
0.8824,0.8831,0.8827
0.858376655,0.908768589,0.882792314
0.8854,0.885,0.8852
0.8889,0.8883,0.8886 
0.872354095,0.908114754,0.88984465
0.8956,0.8844,0.8900
0.910117705,0.871591015,0.890402299
0.9049,0.8771,0.8908
