0.872354095,0.815839982,0.843065564
0.91859675,0.843390173,0.879249912
0.893399015,0.871294343,0.882196307
0.894384236,0.872060867,0.883069355
0.921058592,0.852835145,0.885522529
0.883546798,0.890213558,0.886866576
0.883546798,0.893485415,0.888485937
0.912857143,0.867854978,0.889738891
0.898325123,0.883497823,0.89084452
0.925982275,0.860406911,0.891888666
0.890039389,0.895526642,0.892773867
0.918275862,0.870744013,0.893824901
0.911343796,0.87805464,0.894363287
0.908669951,0.881874106,0.895054519
0.91441162,0.877819124,0.895710159
0.92450517,0.870876788,0.896822296
0.906206897,0.890444659,0.898250793
0.891516494,0.906340852,0.898862394
0.9153,0.8863,0.9006
0.9191,0.8836,0.9010
