0.899886755,0.859461358,0.879169467
0.879207287,0.897334508,0.888170504
0.882407681,0.901443689,0.891815465
0.881915313,0.902828283,0.892238843
0.923766617,0.863774319,0.892678211
0.886592811,0.90112002,0.893792376
0.902019704,0.887917676,0.894908425
0.898902019,0.892423058,0.895649828
0.893978336,0.898260332,0.896113785
0.882653865,0.912091837,0.897111
0.900049261,0.896993865,0.898518746
0.892747415,0.905082459,0.898869048
0.904236453,0.89771261,0.900961727
0.898163466,0.90391175,0.901027668
0.899148203,0.90386977,0.901502284
0.914165436,0.891514135,0.90268577
0.902758621,0.906053412,0.904402764
0.898571429,0.912052566,0.905257604
0.91679803,0.894658191,0.90558148
0.918,0.8983,0.9081
