cad.test.before_dct,52,43,23,9,0.826923,0.651515,0.728814
cad.event.before_dct,126,110,54,16,0.873016,0.670732,0.758621
diabetes.mention.continuing,350,345,26,5,0.985714,0.929919,0.957004
smoker.past,112,93,40,19,0.830357,0.699248,0.759184
hypertension.high_bp.during_dct,174,144,171,30,0.827586,0.457143,0.588957
hypertension.mention.continuing,362,359,13,3,0.991713,0.965054,0.978202
medication.insulin.continuing,126,123,29,3,0.976190,0.809211,0.884892
medication.beta_blocker.continuing,268,257,30,11,0.958955,0.895470,0.926126
cad.mention.continuing,166,163,40,3,0.981928,0.802956,0.883469
medication.aspirin.continuing,254,250,28,4,0.984252,0.899281,0.939850
medication.statin.continuing,258,254,30,4,0.984496,0.894366,0.937269
medication.ace_inhibitor.continuing,193,182,26,11,0.943005,0.875000,0.907731
smoker.never,115,97,40,18,0.843478,0.708029,0.769841
hyperlipidemia.mention.continuing,230,217,11,13,0.943478,0.951754,0.947598
diabetes.a1c.before_dct,61,21,10,40,0.344262,0.677419,0.456522
medication.metformin.continuing,111,111,27,0,1.000000,0.804348,0.891566
smoker.current,33,14,16,19,0.424242,0.466667,0.444444
cad.symptom.before_dct,35,8,17,27,0.228571,0.320000,0.266667
medication.calcium_channel_blocker.continuing,121,115,17,6,0.950413,0.871212,0.909091
medication.sulfonylureas.continuing,94,90,7,4,0.957447,0.927835,0.942408
cad.test.during_dct,6,3,1,3,0.500000,0.750000,0.600000
obese.mention.continuing,78,77,10,1,0.987179,0.885057,0.933333
family_hist.present,17,2,6,15,0.117647,0.250000,0.160000
medication.nitrate.continuing,78,63,18,15,0.807692,0.777778,0.792453
medication.thienopyridine.continuing,88,86,16,2,0.977273,0.843137,0.905263
medication.arb.continuing,60,51,9,9,0.850000,0.850000,0.850000
medication.diuretic.continuing,68,65,22,3,0.955882,0.747126,0.838710
hypertension.high_bp.before_dct,18,2,2,16,0.111111,0.500000,0.181818
cad.symptom.during_dct,22,0,1,22,0.000000,0.000000,-1.000000
diabetes.glucose.before_dct,14,1,4,13,0.071429,0.200000,0.105263
cad.event.during_dct,9,0,1,9,0.000000,0.000000,-1.000000
medication.thiazolidinedione.continuing,19,17,5,2,0.894737,0.772727,0.829268
medication.fibrate.continuing,29,17,0,12,0.586207,1.000000,0.739130
hyperlipidemia.high_ldl.before_dct,15,2,4,13,0.133333,0.333333,0.190476
medication.nitrate.before_dct,10,0,2,10,0.000000,0.000000,-1.000000
medication.nitrate.during_dct,12,10,10,2,0.833333,0.500000,0.625000
medication.metformin.before_dct,13,0,1,13,0.000000,0.000000,-1.000000
medication.diuretic.before_dct,10,2,3,8,0.200000,0.400000,0.266667
medication.beta_blocker.after_dct,9,3,1,6,0.333333,0.750000,0.461538
diabetes.a1c.during_dct,7,1,3,6,0.142857,0.250000,0.181818
medication.statin.before_dct,9,1,1,8,0.111111,0.500000,0.181818
diabetes.glucose.during_dct,7,0,1,7,0.000000,0.000000,-1.000000
medication.ace_inhibitor.before_dct,12,0,1,12,0.000000,0.000000,-1.000000
hyperlipidemia.high_chol..before_dct,6,0,1,6,0.000000,0.000000,-1.000000
smoker.ever,3,0,0,3,0.000000,-1.000000,0.000000
medication.statin.after_dct,11,0,0,11,0.000000,-1.000000,0.000000
medication.insulin.after_dct,5,0,0,5,0.000000,-1.000000,0.000000
medication.ace_inhibitor.after_dct,6,0,0,6,0.000000,-1.000000,0.000000
medication.thienopyridine.before_dct,8,0,0,8,0.000000,-1.000000,0.000000
obese.bmi.during_dct,9,1,4,8,0.111111,0.200000,0.142857
medication.aspirin.during_dct,15,3,5,12,0.200000,0.375000,0.260870
medication.beta_blocker.during_dct,12,1,0,11,0.083333,1.000000,0.153846
medication.aspirin.before_dct,7,0,0,7,0.000000,-1.000000,0.000000
medication.beta_blocker.before_dct,7,0,0,7,0.000000,-1.000000,0.000000
medication.insulin.during_dct,4,0,1,4,0.000000,0.000000,-1.000000
cad.mention.during_dct,5,0,0,5,0.000000,-1.000000,0.000000
medication.metformin.after_dct,7,0,0,7,0.000000,-1.000000,0.000000
medication.calcium_channel_blocker.before_dct,6,0,0,6,0.000000,-1.000000,0.000000
medication.aspirin.after_dct,5,0,0,5,0.000000,-1.000000,0.000000
diabetes.mention.during_dct,2,0,0,2,0.000000,-1.000000,0.000000
medication.ezetimibe.continuing,11,1,0,10,0.090909,1.000000,0.166667
hyperlipidemia.high_ldl.during_dct,1,0,1,1,0.000000,0.000000,-1.000000
medication.diuretic.after_dct,3,0,0,3,0.000000,-1.000000,0.000000
medication.nitrate.after_dct,4,0,0,4,0.000000,-1.000000,0.000000
medication.sulfonylureas.before_dct,4,0,0,4,0.000000,-1.000000,0.000000
medication.insulin.before_dct,5,0,0,5,0.000000,-1.000000,0.000000
cad.event.after_dct,1,0,0,1,0.000000,-1.000000,0.000000
medication.arb.before_dct,5,0,0,5,0.000000,-1.000000,0.000000
cad.symptom.continuing,3,0,0,3,0.000000,-1.000000,0.000000
obese.mention.during_dct,8,0,0,8,0.000000,-1.000000,0.000000
medication.calcium_channel_blocker.after_dct,6,0,0,6,0.000000,-1.000000,0.000000
medication.ace_inhibitor.during_dct,1,0,0,1,0.000000,-1.000000,0.000000
medication.niacin.continuing,7,0,0,7,0.000000,-1.000000,0.000000
medication.thiazolidinedione.before_dct,3,0,0,3,0.000000,-1.000000,0.000000
hypertension.mention.during_dct,3,0,0,3,0.000000,-1.000000,0.000000
medication.thienopyridine.after_dct,4,0,0,4,0.000000,-1.000000,0.000000
hyperlipidemia.high_chol..during_dct,2,0,0,2,0.000000,-1.000000,0.000000
medication.arb.after_dct,1,0,0,1,0.000000,-1.000000,0.000000
medication.fibrate.after_dct,1,0,0,1,0.000000,-1.000000,0.000000
medication.statin.during_dct,1,0,0,1,0.000000,-1.000000,0.000000
hypertension.mention.before_dct,1,0,0,1,0.000000,-1.000000,0.000000
medication.calcium_channel_blocker.during_dct,0,0,0,0,-1.000000,-1.000000,-1.000000
medication.ezetimibe.after_dct,0,0,0,0,-1.000000,-1.000000,-1.000000
medication.niacin.before_dct,2,0,0,2,0.000000,-1.000000,0.000000
medication.niacin.after_dct,2,0,0,2,0.000000,-1.000000,0.000000
medication.thienopyridine.during_dct,2,0,0,2,0.000000,-1.000000,0.000000
medication.fibrate.before_dct,2,0,0,2,0.000000,-1.000000,0.000000
medication.metformin.during_dct,2,0,0,2,0.000000,-1.000000,0.000000
medication.arb.during_dct,2,0,0,2,0.000000,-1.000000,0.000000
medication.sulfonylureas.after_dct,2,0,0,2,0.000000,-1.000000,0.000000
medication.diuretic.during_dct,1,0,0,1,0.000000,-1.000000,0.000000
cad.mention.before_dct,0,0,0,0,-1.000000,-1.000000,-1.000000
medication.dpp4_inhibitors.continuing,0,0,0,0,-1.000000,-1.000000,-1.000000
medication.dpp4_inhibitors.before_dct,0,0,0,0,-1.000000,-1.000000,-1.000000
cad.mention.after_dct,0,0,0,0,-1.000000,-1.000000,-1.000000
obese.bmi.continuing,1,0,0,1,0.000000,-1.000000,0.000000
obese.bmi.before_dct,0,0,0,0,-1.000000,-1.000000,-1.000000
medication.thiazolidinedione.during_dct,0,0,0,0,-1.000000,-1.000000,-1.000000
medication.anti_diabetes.continuing,0,0,0,0,-1.000000,-1.000000,-1.000000
diabetes.mention.after_dct,0,0,0,0,-1.000000,-1.000000,-1.000000
medication.thiazolidinedione.after_dct,0,0,0,0,-1.000000,-1.000000,-1.000000
hypertension.mention.after_dct,0,0,0,0,-1.000000,-1.000000,-1.000000
