cad.test.before_dct,53,48,38,5,0,0,0,66
cad.event.before_dct,129,81,9,48,0,0,0,222
diabetes.mention.continuing,354,347,24,7,0,0,0,512
smoker.past,113,93,32,20,0,0,0,148
hypertension.high_bp.during_dct,175,153,169,22,0,0,0,320
hypertension.mention.continuing,364,360,18,4,0,0,0,511
medication.insulin.continuing,127,124,28,3,0,0,0,200
medication.beta_blocker.continuing,269,253,38,16,0,0,0,448
cad.mention.continuing,170,166,46,4,0,0,0,253
medication.aspirin.continuing,256,254,35,2,0,0,0,406
medication.statin.continuing,265,255,28,10,0,0,0,413
medication.ace_inhibitor.continuing,197,181,32,16,0,0,0,305
smoker.never,120,83,29,37,0,0,0,183
hyperlipidemia.mention.continuing,237,223,11,14,0,0,0,331
diabetes.a1c.before_dct,71,36,8,35,0,0,0,69
medication.metformin.continuing,111,111,28,0,0,0,0,172
smoker.current,33,0,0,33,0,0,0,57
cad.symptom.before_dct,38,1,0,37,0,0,0,49
medication.calcium_channel_blocker.continuing,122,101,11,21,0,0,0,177
medication.sulfonylureas.continuing,94,84,7,10,0,0,0,152
cad.test.during_dct,6,0,0,6,0,0,0,13
obese.mention.continuing,79,77,18,2,0,0,0,132
family_hist.present,19,0,0,19,0,0,0,21
medication.nitrate.continuing,81,59,11,22,0,0,0,86
medication.thienopyridine.continuing,88,86,16,2,0,0,0,89
medication.arb.continuing,61,0,0,61,0,0,0,91
medication.diuretic.continuing,69,54,19,15,0,0,0,96
hypertension.high_bp.before_dct,20,0,0,20,0,0,0,39
cad.symptom.during_dct,23,0,0,23,0,0,0,20
diabetes.glucose.before_dct,18,0,0,18,0,0,0,14
cad.event.during_dct,9,0,0,9,0,0,0,19
medication.thiazolidinedione.continuing,19,14,4,5,0,0,0,38
medication.fibrate.continuing,29,0,0,29,0,0,0,20
hyperlipidemia.high_ldl.before_dct,26,0,0,26,0,0,0,16
medication.nitrate.before_dct,10,0,0,10,0,0,0,24
medication.nitrate.during_dct,14,0,0,14,0,0,0,32
medication.metformin.before_dct,14,0,0,14,0,0,0,13
medication.diuretic.before_dct,11,0,0,11,0,0,0,16
medication.beta_blocker.after_dct,9,0,0,9,0,0,0,17
diabetes.a1c.during_dct,11,0,0,11,0,0,0,19
medication.statin.before_dct,9,0,0,9,0,0,0,13
diabetes.glucose.during_dct,15,0,0,15,0,0,0,7
medication.ace_inhibitor.before_dct,12,0,0,12,0,0,0,15
hyperlipidemia.high_chol..before_dct,9,0,0,9,0,0,0,7
smoker.ever,3,0,0,3,0,0,0,9
medication.statin.after_dct,12,0,0,12,0,0,0,17
medication.insulin.after_dct,5,0,0,5,0,0,0,11
medication.ace_inhibitor.after_dct,7,0,0,7,0,0,0,11
medication.thienopyridine.before_dct,9,0,0,9,0,0,0,5
obese.bmi.during_dct,11,0,0,11,0,0,0,10
medication.aspirin.during_dct,17,0,0,17,0,0,0,22
medication.beta_blocker.during_dct,12,0,0,12,0,0,0,16
medication.aspirin.before_dct,7,0,0,7,0,0,0,15
medication.beta_blocker.before_dct,7,0,0,7,0,0,0,14
medication.insulin.during_dct,4,0,0,4,0,0,0,15
cad.mention.during_dct,5,0,0,5,0,0,0,2
medication.metformin.after_dct,7,0,0,7,0,0,0,5
medication.calcium_channel_blocker.before_dct,7,0,0,7,0,0,0,8
medication.aspirin.after_dct,6,0,0,6,0,0,0,16
diabetes.mention.during_dct,2,0,0,2,0,0,0,6
medication.ezetimibe.continuing,11,0,0,11,0,0,0,12
hyperlipidemia.high_ldl.during_dct,3,0,0,3,0,0,0,9
medication.diuretic.after_dct,3,0,0,3,0,0,0,8
medication.nitrate.after_dct,4,0,0,4,0,0,0,4
medication.sulfonylureas.before_dct,4,0,0,4,0,0,0,4
medication.insulin.before_dct,5,0,0,5,0,0,0,3
cad.event.after_dct,1,0,0,1,0,0,0,2
medication.arb.before_dct,6,0,0,6,0,0,0,5
cad.symptom.continuing,3,0,0,3,0,0,0,3
obese.mention.during_dct,8,0,0,8,0,0,0,13
medication.calcium_channel_blocker.after_dct,6,0,0,6,0,0,0,3
medication.ace_inhibitor.during_dct,2,0,0,2,0,0,0,7
medication.niacin.continuing,7,0,0,7,0,0,0,6
medication.thiazolidinedione.before_dct,3,0,0,3,0,0,0,3
